0.959301,0.968432
0.431496,0.151865
0.399124,0.0822402
0.211882,0.096547
0.665893,0.669747
0.43033,0.562056
0.475437,0.669309
0.0818705,0.997408
0.436636,0.549042
0.743044,0.334834
0.552866,0.0272442
0.892933,0.525891
0.646236,0.29652
0.614716,0.526721
0.592474,0.715791
0.296628,0.422552
0.835017,0.132664
0.685714,0.799099
0.46188,0.81205
0.130208,0.400388
0.315211,0.757265
0.358083,0.308402
0.315915,0.578675
0.794024,0.16776
0.53553,0.64733
0.667646,0.131722
0.856906,0.0171931
0.964556,0.296186
0.990843,0.102917
0.720051,0.903993
0.415168,0.730441
0.514698,0.524417
0.874408,0.177934
0.539037,0.59541
0.0517983,0.573205
0.853501,0.792339
0.833673,0.545755
0.497595,0.0836391
0.722498,0.0321116
0.699506,0.590948
0.0634647,0.650724
0.725705,0.929264
0.14671,0.75883
0.64847,0.835559
0.247864,0.853733
0.694543,0.180228
0.0925851,0.0774219
0.229911,0.115924
0.336622,0.610742
0.741009,0.137302
0.636055,0.170569
0.75794,0.697303
0.569678,0.575766
0.905012,0.540415
0.746953,0.0336428
0.434635,0.90665
0.0646204,0.0748729
0.389031,0.44434
0.0293791,0.773854
0.16863,0.162873
0.405689,0.413933
0.972585,0.233819
0.795175,0.505458
0.232448,0.746017
0.300958,0.199843
0.753894,0.689676
0.382718,0.348286
0.651157,0.99256
0.949395,0.488816
0.534172,0.823312
0.410698,0.597421
0.853128,0.52103
0.946345,0.223053
0.853634,0.0324646
0.631698,0.945916
0.00755545,0.984469
0.972483,0.518521
0.789685,0.242598
0.341684,0.68336
0.23505,0.478351
0.652762,0.975705
0.675408,0.581465
0.684307,0.148618
0.814503,0.355725
0.672499,0.683954
0.206924,0.772661
0.106773,0.537494
0.65775,0.801215
0.0175213,0.481239
0.178443,0.0927734
0.242507,0.821427
0.731089,0.412424
0.607526,0.682429
0.591679,0.352798
0.467943,0.716066
0.922967,0.302955
0.764284,0.315947
0.120628,0.39124
0.569506,0.681215
0.180219,0.934422
0.830261,0.201955
0.255408,0.643521
0.664546,0.0163599
0.960239,0.734989
0.961835,0.564456
0.81184,0.590998
0.907985,0.49883
0.829207,0.48905
0.460998,0.987749
0.0918719,0.0905626
0.0851288,0.760056
0.253218,0.842689
0.070188,0.650153
0.114564,0.474686
0.0532099,0.298921
0.973635,0.882626
0.2951,0.753642
0.460541,0.308139
0.900332,0.879369
0.560479,0.973879
0.989552,0.407118
0.42449,0.410518
0.579808,0.828154
0.776951,0.214979
0.159324,0.760162
0.0397907,0.762815
0.630717,0.467668
0.0884514,0.601905
0.210021,0.821029
0.0399737,0.83814
0.615342,0.0453922
0.90589,0.291242
0.908533,0.720703
0.857279,0.285035
0.580644,0.885729
0.452796,0.138205
0.811932,0.149424
0.370049,0.408612
0.536727,0.7652
0.708975,0.746952
0.0286183,0.987375
0.808033,0.611236
0.0383065,0.817233
0.241697,0.198231
0.665562,0.0957907
0.954539,0.940378
0.934181,0.77729
0.911449,0.727651
0.627553,0.290212
0.593169,0.388241
0.173847,0.845812
0.566671,0.0424888
0.109143,0.362882
0.9511,0.133422
0.417229,0.36981
0.397339,0.0795563
0.102599,0.38091
0.95646,0.219972
0.0690925,0.238102
0.786463,0.0842713
0.346951,0.210272
0.0364918,0.318037
0.243596,0.125349
0.733109,0.359707
0.603562,0.0589272
0.388704,0.948969
0.324519,0.185216
0.933348,0.786684
0.804458,0.519167
0.644124,0.7902
0.896668,0.303226
0.31322,0.287625
0.113258,0.524718
0.936441,0.767003
0.0165902,0.831537
0.638819,0.623248
0.934912,0.0602912
0.314597,0.433306
0.573299,0.437762
0.460641,0.996624
0.257359,0.438396
0.115891,0.77598
0.901288,0.953754
0.735102,0.855003
0.0292567,0.716857
0.22331,0.171646
0.850166,0.733691
0.148601,0.544384
0.460505,0.710408
0.8333,0.278492
0.615304,0.408889
0.200656,0.421599
0.810604,0.826819
0.344573,0.240487
0.870951,0.0676354
0.748955,0.681247
0.717225,0.399755
0.689444,0.480757
0.0794031,0.528091
0.630887,0.318908
0.883125,0.688044
0.956882,0.318825
0.499063,0.756362
0.178073,0.877595
0.744196,0.700097
0.525874,0.367876
0.892009,0.000221186
0.717478,0.660141
0.994411,0.0607628
0.241167,0.299751
0.910434,0.667324
0.716994,0.517415
0.185795,0.660234
0.553611,0.545068
0.955876,0.413633
0.93054,0.592261
0.133615,0.661768
0.332952,0.917735
0.371497,0.752377
0.19599,0.00778077
0.77132,0.583578
0.198508,0.325218
0.932558,0.495662
0.597273,0.359224
0.478687,0.288006
0.523915,0.442364
0.811904,0.676563
0.988427,0.49065
0.354406,0.501482
0.413896,0.358285
0.70129,0.577831
0.597953,0.799216
0.420523,0.721987
0.429351,0.0997031
0.709581,0.921154
0.837827,0.350175
0.393032,0.692199
0.790941,0.347866
0.584978,0.732854
0.0833558,0.961507
0.0440638,0.580671
0.332145,0.368231
0.865783,0.215457
0.192646,0.802037
0.833521,0.980177
0.832188,0.59176
0.705452,0.538481
0.250717,0.801218
0.0628986,0.137334
0.178101,0.346238
0.22695,0.34679
0.495774,0.470052
0.168087,0.0318401
0.136725,0.928923
0.40502,0.165163
0.893527,0.504676
0.0884126,0.950031
0.164571,0.942533
0.153186,0.589401
0.0667939,0.605218
0.905892,0.335007
0.467845,0.0656648
0.628817,0.519426
0.000414067,0.959223
0.664292,0.763706
0.614607,0.693041
0.946401,0.166827
0.863969,0.722663
0.792456,0.814308
0.0768756,0.0476938
0.589825,0.192805
0.471314,0.37462
0.242575,0.963483
0.251286,0.36346
0.669376,0.208782
0.991985,0.291374
0.122887,0.364791
0.0491141,0.460111
0.0789613,0.103113
0.0212844,0.726872
0.540518,0.483937
0.530343,0.479843
0.716929,0.425292
0.876687,0.471154
0.679602,0.0736904
0.515179,0.619708
0.43249,0.854605
0.348144,0.247867
0.894728,0.689477
0.0409057,0.501976
0.712211,0.138129
0.535624,0.230009
0.765316,0.662398
0.921184,0.339012
0.767052,0.846655
0.729347,0.139291
0.0562401,0.228112
0.871593,0.866593
0.825177,0.750102
0.966305,0.69098
0.297045,0.441968
0.156438,0.256904
0.778485,0.00496361
0.423383,0.799021
0.142714,0.591708
0.83073,0.0860514
0.266277,0.310573
0.799842,0.944915
0.189525,0.352293
0.984855,0.460582
0.00258106,0.379812
0.495213,0.0453349
0.943622,0.457114
0.722959,0.769683
0.0599045,0.815157
0.350991,0.111061
0.601105,0.777263
0.464501,0.867646
0.518813,0.698478
0.321775,0.0670286
0.549904,0.239561
0.307527,0.600587
0.0725015,0.532706
0.182114,0.789334
0.330175,0.251169
0.398313,0.451538
0.00161566,0.15441
0.16743,0.0039145
0.790972,0.870761
0.88768,0.235641
0.41597,0.206173
0.145221,0.725569
0.641609,0.519698
0.567547,0.756259
0.439297,0.258741
0.665369,0.858937
0.161506,0.424409
0.0366695,0.304939
0.11429,0.874143
0.721357,0.844797
0.501187,0.448527
0.392438,0.705071
0.129483,0.219082
0.114083,0.387167
0.112152,0.938335
0.604109,0.268036
0.878643,0.352674
0.3858,0.139833
0.171839,0.104558
